NEIGHBORHOOD_CLUSTER,CENSUS_TRACT,offensegroup,LONGITUDE,END_DATE,offense-text,SHIFT,YBLOCK,DISTRICT,WARD,YEAR,offensekey,BID,sector,PSA,ucr-rank,BLOCK_GROUP,VOTING_PRECINCT,XBLOCK,BLOCK,START_DATE,CCN,OFFENSE,OCTO_RECORD_ID,ANC,REPORT_DAT,METHOD,location,LATITUDE
cluster 11,1002,property,-77.07770224,,theft/other,day,141833,2,3,2019,property|theft/other,,2D1,202,6,001002 3,precinct 30,393264,4227 - 4299 block of wisconsin avenue nw,2019-03-12T12:03:27.000,19041783,theft/other,19041783-01,3E,2019-03-12T17:43:39.000Z,others,"38.944372263458654,-77.077704551584901",38.94436447
cluster 11,1100,property,-77.0795769,2019-03-13T09:00:12.000,burglary,day,142423,2,3,2019,property|burglary,,2D1,202,5,001100 4,precinct 32,393102,4000 - 4099 block of brandywine street nw,2019-03-12T05:30:39.000,19042426,burglary,19042426-01,3E,2019-03-13T16:50:07.000Z,others,"38.949685890292486,-77.07957921395662",38.9496781
cluster 11,1200,property,-77.07582241,2019-02-26T07:45:23.000,theft f/auto,day,141878,2,3,2019,property|theft f/auto,,2D1,202,7,001200 4,precinct 33,393427,3800 - 3899 block of warren street nw,2019-02-25T09:00:18.000,19033375,theft f/auto,19033375-01,3F,2019-02-26T14:02:06.000Z,others,"38.944778870940503,-77.075824718007595",38.94477108
cluster 11,1001,property,-77.08162228,2019-06-26T14:31:00.000,theft/other,evening,142759,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,392925,4800 - 4899 block of wisconsin avenue nw,2019-06-26T13:57:35.000,19111455,theft/other,19111455-01,3E,2019-06-26T19:24:04.000Z,others,"38.952711261360065,-77.081624591845511",38.95270347
cluster 11,1001,property,-77.08499819,2019-08-17T17:48:41.000,theft/other,evening,142354,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,392632,4510 - 4599 block of 43rd place nw,2019-08-17T17:47:12.000,19145754,theft/other,19145754-01,3E,2019-08-17T21:55:48.000Z,others,"38.949060502776831,-77.085000498708453",38.94905271
cluster 11,1001,property,-77.0809261,2019-08-08T16:00:56.000,theft f/auto,evening,142370,2,3,2019,property|theft f/auto,,2D1,202,7,001001 2,precinct 31,392985,4100 - 4119 block of river road nw,2019-08-08T15:15:28.000,19139754,theft f/auto,19139754-01,3E,2019-08-08T22:15:33.000Z,others,"38.949207525196179,-77.080928410337563",38.94919973
cluster 11,1100,property,-77.07963832,2019-02-17T17:15:28.000,theft f/auto,evening,142794,2,3,2019,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393097,4810 - 4899 block of belt road nw,2019-02-17T13:30:23.000,19028475,theft f/auto,19028475-01,3E,2019-02-17T22:31:19.000Z,others,"38.953027919324484,-77.079640629029186",38.95302012
cluster 11,1001,property,-77.08560822,2019-02-05T07:00:51.000,theft f/auto,day,142226,2,3,2019,property|theft f/auto,,2D1,202,7,001001 4,precinct 30,392579,4319 - 4399 block of albemarle street nw,2019-02-04T19:15:55.000,19020870,theft f/auto,19020870-01,3E,2019-02-05T18:36:34.000Z,others,"38.947906997430358,-77.085610528472316",38.9478992
cluster 11,1001,property,-77.0803032,2019-02-14T14:23:16.000,theft/other,day,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-02-14T13:35:05.000,19026506,theft/other,19026506-01,3E,2019-02-14T19:22:43.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1001,property,-77.0805698,2019-02-07T13:00:00.000,theft f/auto,evening,142500,2,3,2019,property|theft f/auto,,2D1,202,7,001001 2,precinct 31,393016,4600 - 4699 block of wisconsin avenue nw,2019-02-07T07:30:55.000,19022259,theft f/auto,19022259-01,3E,2019-02-07T21:13:46.000Z,others,"38.950378847715349,-77.080572113417659",38.95037105
cluster 11,1100,property,-77.08031717,2019-02-12T17:34:40.000,theft f/auto,evening,142615,2,3,2019,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393038,4700 - 4799 block of 41st street nw,2019-02-12T16:54:14.000,19025320,theft f/auto,19025320-01,3E,2019-02-12T23:50:18.000Z,others,"38.951414973541638,-77.080319481278337",38.95140718
cluster 11,1001,property,-77.08162228,,burglary,midnight,142759,2,3,2019,property|burglary,,2D1,202,5,001001 2,precinct 31,392925,4800 - 4899 block of wisconsin avenue nw,2019-02-03T03:26:31.000,19019511,burglary,19019511-01,3E,2019-02-03T8:53:59.000Z,others,"38.952711261360065,-77.081624591845511",38.95270347
cluster 11,1100,property,-77.07851457,2019-12-11T14:45:33.000,theft f/auto,evening,142322,2,3,2019,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393194,4500 - 4599 block of fort drive nw,2019-12-11T14:00:53.000,19220711,theft f/auto,19220711-01,3E,2019-12-12T0:48:20.000Z,others,"38.948776772258078,-77.078516878977283",38.94876898
cluster 11,1002,property,-77.07812989,,theft/other,day,141918,2,3,2019,property|theft/other,,2D1,202,6,001002 3,precinct 30,393227,4300 - 4326 block of wisconsin avenue nw,2019-12-05T12:03:39.000,19216784,theft/other,19216784-01,3E,2019-12-05T17:35:40.000Z,others,"38.945137682935105,-77.078132199358564",38.94512989
cluster 11,1001,property,-77.0803032,2019-12-26T17:50:21.000,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-12-26T17:33:24.000,19229677,theft/other,19229677-01,3E,2019-12-26T23:14:31.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1001,property,-77.0803032,2019-05-17T20:44:59.000,theft f/auto,evening,142375,2,3,2019,property|theft f/auto,,2D1,202,7,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-05-17T20:22:01.000,19085033,theft f/auto,19085033-01,3E,2019-05-18T1:10:04.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1001,property,-77.0803032,2019-03-18T14:05:16.000,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-03-18T14:00:59.000,19045813,theft/other,19045813-01,3E,2019-03-18T19:04:59.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1001,property,-77.07956053,2019-03-23T16:22:45.000,theft f/auto,evening,141942,2,3,2019,property|theft f/auto,,2D1,202,7,001001 4,precinct 30,393103,4300 - 4399 block of nebraska avenue nw,2019-03-23T15:53:06.000,19049023,theft f/auto,19049023-01,3E,2019-03-24T0:33:23.000Z,others,"38.945352916860365,-77.079562841417513",38.94534512
cluster 11,1001,property,-77.0805698,2019-05-22T18:00:04.000,theft/other,evening,142500,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393016,4600 - 4699 block of wisconsin avenue nw,2019-05-22T17:30:54.000,19089089,theft/other,19089089-01,3E,2019-05-24T2:32:12.000Z,others,"38.950378847715349,-77.080572113417659",38.95037105
cluster 11,1002,property,-77.07770224,2019-03-28T21:00:52.000,theft/other,midnight,141833,2,3,2019,property|theft/other,,2D1,202,6,001002 3,precinct 30,393264,4227 - 4299 block of wisconsin avenue nw,2019-03-28T20:50:09.000,19052932,theft/other,19052932-01,3E,2019-03-30T3:28:02.000Z,others,"38.944372263458654,-77.077704551584901",38.94436447
cluster 11,1001,property,-77.0803032,2019-04-29T18:57:40.000,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-04-29T18:54:14.000,19073130,theft/other,19073130-01,3E,2019-04-29T23:23:23.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1100,property,-77.07674012,2019-03-25T07:40:51.000,theft/other,evening,142539,2,3,2019,property|theft/other,,2D1,202,6,001100 4,precinct 32,393348,3814 - 3989 block of chesapeake street nw,2019-03-25T07:30:41.000,19050875,theft/other,19050875-01,3E,2019-03-27T0:13:06.000Z,others,"38.950732747315072,-77.076742427281772",38.95072495
cluster 11,1200,property,-77.07704474,2019-09-16T19:16:17.000,theft f/auto,evening,141834,2,3,2019,property|theft f/auto,,2D1,202,7,001200 4,precinct 33,393321,4210 - 4299 block of 39th street nw,2019-09-16T17:41:12.000,19165346,theft f/auto,19165346-01,3E,2019-09-17T2:36:16.000Z,others,"38.944381706970198,-77.077047045434426",38.94437391
cluster 11,1100,property,-77.07875685,2019-09-16T20:04:59.000,theft/other,evening,142324,2,3,2019,property|theft/other,,2D1,202,6,001100 4,precinct 32,393173,4500 - 4599 block of 40th street nw,2019-09-16T19:40:14.000,19165407,theft/other,19165407-01,3E,2019-09-17T1:16:42.000Z,others,"38.948794625845061,-77.078759156541949",38.94878683
cluster 11,1001,property,-77.0803032,2019-05-16T20:17:38.000,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-05-16T20:09:22.000,19084329,theft/other,19084329-01,3E,2019-05-17T1:23:15.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1001,property,-77.0803032,2019-10-24T21:30:03.000,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-10-24T20:23:45.000,19190692,theft/other,19190692-01,3E,2019-10-25T2:07:01.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1001,property,-77.0803032,2019-04-21T20:10:16.000,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-04-21T20:03:47.000,19067870,theft/other,19067870-01,3E,2019-04-22T0:47:10.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1100,property,-77.07674012,2019-05-01T19:00:59.000,theft/other,day,142539,2,3,2019,property|theft/other,,2D1,202,6,001100 4,precinct 32,393348,3814 - 3989 block of chesapeake street nw,2019-05-01T17:00:39.000,19077439,theft/other,19077439-01,3E,2019-05-06T15:04:43.000Z,others,"38.950732747315072,-77.076742427281772",38.95072495
cluster 11,1100,property,-77.07851457,2019-03-19T18:28:25.000,theft/other,evening,142322,2,3,2019,property|theft/other,,2D1,202,6,001100 4,precinct 32,393194,4500 - 4599 block of fort drive nw,2019-03-19T17:00:38.000,19046622,theft/other,19046622-01,3E,2019-03-20T1:59:44.000Z,others,"38.948776772258078,-77.078516878977283",38.94876898
cluster 11,1100,property,-77.0803032,2020-11-04T22:48:17.000,theft/other,evening,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-11-04T21:25:35.000,20158051,theft/other,20158051-01,3E,2020-11-04T21:48:20.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1002,property,-77.07770224,,theft/other,evening,141833,2,3,2020,property|theft/other,,2D1,202,6,001002 3,precinct 30,393264,4227 - 4299 block of wisconsin avenue nw,2020-04-09T18:36:34.000,20057050,theft/other,20057050-01,3E,2020-04-09T19:05:43.000,others,"38.944364469284,-77.0777022411357",38.94436447
cluster 11,1200,property,-77.07754371,,theft f/auto,evening,142135,2,3,2020,property|theft f/auto,,2D1,202,7,001200 3,precinct 33,393278,3900 - 3999 block of alton place nw,2020-05-25T14:00:41.000,20077791,theft f/auto,20077791-01,3E,2020-05-26T16:09:32.000,others,"38.9470850766469,-77.0775437052189",38.94708508
cluster 11,1100,property,-77.07994458,,theft/other,day,142276,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393070,4500 - 4537 block of wisconsin avenue nw,2020-11-25T13:06:08.000,20168322,theft/other,20168322-01,3E,2020-11-25T14:25:20.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1200,property,-77.07703404,2020-11-20T17:05:22.000,theft f/auto,day,141920,2,3,2020,property|theft f/auto,,2D1,202,7,001200 4,precinct 33,393322,4300 - 4349 block of 39th street nw,2020-11-20T15:50:13.000,20170907,theft f/auto,20170907-01,3E,2020-12-01T13:22:57.000,others,"38.9451486324759,-77.0770340369618",38.94514863
cluster 11,1100,property,-77.0803032,,theft/other,day,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-05-10T12:33:37.000,20070064,theft/other,20070064-01,3E,2020-05-10T13:02:08.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1001,property,-77.07994458,2020-11-12T11:29:31.000,theft/other,day,142276,2,3,2020,property|theft/other,,2D1,202,6,001001 2,precinct 31,393070,4500 - 4537 block of wisconsin avenue nw,2020-11-12T11:15:45.000,20161967,theft/other,20161967-01,3E,2020-11-12T12:22:17.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1002,property,-77.07770224,,motor vehicle theft,day,141833,2,3,2020,property|motor vehicle theft,,2D1,202,8,001002 3,precinct 30,393264,4227 - 4299 block of wisconsin avenue nw,2020-08-19T07:26:19.000,20118346,motor vehicle theft,20118346-01,3E,2020-08-19T9:17:58.000,others,"38.944364469284,-77.0777022411357",38.94436447
cluster 11,1100,property,-77.0803032,2020-11-12T13:34:42.000,theft/other,day,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-11-12T13:27:44.000,20162024,theft/other,20162024-01,3E,2020-11-12T14:33:13.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1100,property,-77.0795769,2020-06-30T19:09:09.000,theft f/auto,evening,142423,2,3,2020,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393102,4000 - 4099 block of brandywine street nw,2020-06-30T18:35:28.000,20095228,theft f/auto,20095228-01,3E,2020-06-30T21:32:10.000,others,"38.949678095118,-77.0795769025976",38.9496781
cluster 11,1001,property,-77.08162228,2020-08-30T09:01:00.000,burglary,evening,142759,2,3,2020,property|burglary,,2D1,202,5,001001 2,precinct 31,392925,4800 - 4899 block of wisconsin avenue nw,2020-08-30T08:56:11.000,20124043,burglary,20124043-01,3E,2020-08-30T18:14:26.000,others,"38.952703465653,-77.0816222796639",38.95270347
cluster 11,1100,property,-77.0803032,2020-01-23T20:18:43.000,theft/other,evening,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-01-23T19:36:16.000,20013980,theft/other,20013980-01,3E,2020-01-23T21:27:41.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1100,property,-77.0803032,2020-02-09T17:13:37.000,theft/other,evening,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-02-09T17:11:42.000,20024476,theft/other,20024476-01,3E,2020-02-09T17:59:26.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1001,property,-77.07994458,,theft/other,day,142276,2,3,2020,property|theft/other,,2D1,202,6,001001 2,precinct 31,393070,4500 - 4537 block of wisconsin avenue nw,2020-11-29T12:28:37.000,20170076,theft/other,20170076-01,3E,2020-11-29T12:55:31.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1100,property,-77.0803032,2020-01-25T21:05:51.000,theft/other,evening,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-01-25T20:38:00.000,20015298,theft/other,20015298-01,3E,2020-01-25T21:21:39.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1200,property,-77.07582487,2020-02-12T14:15:07.000,theft f/auto,evening,142135,2,3,2020,property|theft f/auto,,2D1,202,7,001200 3,precinct 33,393427,3800 - 3899 block of alton place nw,2020-02-12T13:55:32.000,20026204,theft f/auto,20026204-01,3E,2020-02-12T20:03:58.000,others,"38.9470862041516,-77.0758248705413",38.9470862
cluster 11,1100,property,-77.0803032,,theft/other,day,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-01-04T14:05:48.000,20002241,theft/other,20002241-01,3E,2020-01-04T14:43:13.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1001,property,-77.0809261,2020-02-23T14:21:24.000,theft f/auto,day,142370,2,3,2020,property|theft f/auto,,2D1,202,7,001001 2,precinct 31,392985,4100 - 4119 block of river road nw,2020-02-23T13:15:06.000,20032826,theft f/auto,20032826-01,3E,2020-02-23T14:55:22.000,others,"38.9491997301685,-77.0809260985878",38.94919973
cluster 11,1002,violent,-77.07770224,2020-06-08T12:08:37.000,assault w/dangerous weapon,day,141833,2,3,2020,violent|assault w/dangerous weapon,,2D1,202,3,001002 3,precinct 30,393264,4227 - 4299 block of wisconsin avenue nw,2020-06-08T10:39:19.000,20084927,assault w/dangerous weapon,20084927-01,3E,2020-06-08T12:08:27.000,others,"38.944364469284,-77.0777022411357",38.94436447
cluster 11,1100,property,-77.0803032,2020-12-02T09:20:09.000,theft f/auto,day,142375,2,3,2020,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-12-02T09:16:15.000,20171444,theft f/auto,20171444-01,3E,2020-12-02T9:52:02.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1100,property,-77.0795769,2020-02-09T14:14:12.000,theft f/auto,day,142423,2,3,2020,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393102,4000 - 4099 block of brandywine street nw,2020-02-09T13:04:52.000,20024359,theft f/auto,20024359-01,3E,2020-02-09T14:39:33.000,others,"38.949678095118,-77.0795769025976",38.9496781
cluster 11,1100,property,-77.07994458,,theft/other,evening,142276,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393070,4500 - 4537 block of wisconsin avenue nw,2020-02-22T16:50:41.000,20032356,theft/other,20032356-01,3E,2020-02-22T17:13:54.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1100,property,-77.07851457,2020-08-06T16:00:42.000,theft/other,day,142322,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393194,4500 - 4599 block of fort drive nw,2020-08-06T15:00:34.000,20114705,theft/other,20114705-01,3E,2020-08-11T13:50:03.000,others,"38.9487689772269,-77.0785145680049",38.94876898
cluster 11,1200,property,-77.07770224,2020-06-26T22:30:15.000,theft f/auto,day,141833,2,3,2020,property|theft f/auto,,2D1,202,7,001200 4,precinct 33,393264,4227 - 4299 block of wisconsin avenue nw,2020-06-26T16:00:14.000,20094550,theft f/auto,20094550-01,3E,2020-06-29T7:13:24.000,others,"38.944364469284,-77.0777022411357",38.94436447
cluster 11,1001,property,-77.08057672,2020-12-22T09:47:23.000,theft f/auto,midnight,142046,2,3,2020,property|theft f/auto,,2D1,202,7,001001 4,precinct 30,393015,4000 - 4199 block of yuma street nw,2020-12-22T09:40:07.000,20181291,theft f/auto,20181291-01,3E,2020-12-23T3:01:52.000,others,"38.9462812881929,-77.0805767151118",38.94628129
cluster 11,1001,property,-77.08057672,2020-09-14T19:00:00.000,theft/other,day,142046,2,3,2020,property|theft/other,,2D1,202,6,001001 4,precinct 30,393015,4000 - 4199 block of yuma street nw,2020-09-14T18:45:00.000,20401407,theft/other,20401407-01,3E,2020-09-15T7:02:58.000,others,"38.9462812881929,-77.0805767151118",38.94628129
cluster 11,1100,property,-77.07851457,2020-03-16T12:30:00.000,theft/other,day,142322,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393194,4500 - 4599 block of fort drive nw,2020-03-13T16:15:00.000,20400376,theft/other,20400376-01,3E,2020-03-18T13:12:55.000,others,"38.9487689772269,-77.0785145680049",38.94876898
cluster 11,1100,property,-77.0803032,,theft/other,day,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-01-19T12:50:34.000,20011345,theft/other,20011345-01,3E,2020-01-19T13:25:27.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1001,property,-77.0805698,2020-01-23T16:24:30.000,theft/other,evening,142500,2,3,2020,property|theft/other,,2D1,202,6,001001 2,precinct 31,393016,4600 - 4699 block of wisconsin avenue nw,2020-01-23T16:21:14.000,20013809,theft/other,20013809-01,3E,2020-01-23T16:27:33.000,others,"38.9503710524384,-77.080569801707",38.95037105
cluster 11,1001,property,-77.07994458,2020-07-19T22:47:51.000,burglary,midnight,142276,2,3,2020,property|burglary,,2D1,202,5,001001 2,precinct 31,393070,4500 - 4537 block of wisconsin avenue nw,2020-07-19T22:45:59.000,20103840,burglary,20103840-01,3E,2020-07-20T0:08:36.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1001,property,-77.08560822,2020-06-16T13:15:19.000,theft f/auto,evening,142226,2,3,2020,property|theft f/auto,,2D1,202,7,001001 2,precinct 31,392579,4319 - 4399 block of albemarle street nw,2020-06-16T13:00:09.000,20089100,theft f/auto,20089100-01,3E,2020-06-16T22:34:00.000,others,"38.9478992028397,-77.0856082153444",38.9478992
cluster 11,1001,property,-77.08086696,2020-08-20T17:00:45.000,theft f/auto,evening,142227,2,3,2020,property|theft f/auto,,2D1,202,7,001001 2,precinct 31,392990,4100 - 4199 block of albemarle street nw,2020-08-20T16:45:43.000,20119144,theft f/auto,20119144-01,3E,2020-08-20T21:34:04.000,others,"38.9479115869935,-77.0808669565214",38.94791159
cluster 11,1100,property,-77.0803032,2021-01-25T09:51:48.000,theft f/auto,day,142375,2,3,2021,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2021-01-25T09:44:51.000,21011031,theft f/auto,21011031-01,3E,2021-01-25T10:23:53.000,others,"38.9492452010988,-77.0803031975013",38.9492452
